-1.32,1
10.224,0.95
12.8056,0.9
11.3316,0.85
12.8718,0.8
11.8194,0.75
12.7564,0.7
12.9318,0.65
12.5086,0.6
12.022,0.55
13.2678,0.5
12.8878,0.45
12.3748,0.4
13.2978,0.35
12.4252,0.3
12.709,0.25
11.4454,0.2
11.621,0.15
10.713,0.1
12.1646,0.1
11.0818,0.1
9.64699,0.1
10.9096,0.1
9.08358,0.1
11.2738,0.1
10.2494,0.1
8.89079,0.1
10.1386,0.1
9.48838,0.1
8.45099,0.1
10.1324,0.1
10.3748,0.1
9.33638,0.1
10.4412,0.1
10.4958,0.1
10.5874,0.1
9.98779,0.1
12.7438,0.1
10.99,0.1
10.9658,0.1
10.0466,0.1
10.764,0.1
11.1822,0.1
10.7968,0.1
10.9324,0.1
8.83479,0.1
9.26779,0.1
11.936,0.1
11.221,0.1
9.60659,0.1
10.5444,0.1
11.9002,0.1
12.0746,0.1
10.0628,0.1
10.7402,0.1
10.505,0.1
10.4458,0.1
10.0664,0.1
11.005,0.1
12.4288,0.1
9.65798,0.1
11.033,0.1
9.92859,0.1
10.5452,0.1
9.93338,0.1
10.2986,0.1
9.36738,0.1
10.4226,0.1
10.0458,0.1
9.83278,0.1
12.662,0.1
10.5296,0.1
10.5292,0.1
11.2772,0.1
11.6978,0.1
10.595,0.1
10.7516,0.1
12.2878,0.1
12.3212,0.1
10.8104,0.1
8.96679,0.1
12.717,0.1
11.0304,0.1
12.242,0.1
12.419,0.1
13.5612,0.1
9.95078,0.1
11.2866,0.1
11.421,0.1
10.8046,0.1
9.39538,0.1
10.7214,0.1
10.8664,0.1
10.2446,0.1
8.87179,0.1
9.20558,0.1
10.2032,0.1
9.87578,0.1
10.8204,0.1
10.4286,0.1
8.49499,0.1
9.78298,0.1
10.9486,0.1
10.3444,0.1
10.9484,0.1
9.00619,0.1
9.88778,0.1
9.53278,0.1
10.0702,0.1
10.3448,0.1
11.001,0.1
12.2702,0.1
11.5494,0.1
10.1986,0.1
9.75658,0.1
9.51139,0.1
10.9042,0.1
9.74758,0.1
10.5086,0.1
10.6878,0.1
10.3712,0.1
